256,5,15,5,0,0,2,0,0,0,0,0,0,0,1,0,0,5,1,0,1,0,0,0,0,0,0,4,0,0,3,6,0,0,0,0,3,0,0,0,3,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1,265,11,9,0,0,3,0,0,0,0,2,3,0,1,1,0,0,0,1,1,0,2,0,3,0,0,3,0,2,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
3,2,265,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,5,0,0,8,1,0,0,0,0,1,4,0,0,6,0,0,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
1,1,0,284,0,0,5,0,1,0,0,0,1,4,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
0,2,1,0,267,0,2,1,0,0,1,0,1,0,1,3,1,0,0,0,0,0,0,5,12,0,0,2,2,1,0,0,1,0,0,6,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,294,0,4,1,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,300,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,312,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,6,0,0,0,0,0,233,0,2,5,0,2,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,4,1,41,0,0,1,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0
3,3,1,1,1,0,0,0,0,1,206,38,12,1,4,1,0,0,0,0,0,0,0,0,5,0,0,4,7,16,0,2,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1,4,1,1,4,0,0,0,0,0,30,236,3,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,5,19,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,3,0,1,0,0,0,7,0,289,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,307,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,8,305,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,267,34,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,87,212,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,256,23,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,16,282,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,1,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,272,0,0,0,0,0,0,0,5,5,0,0,0,0,1,6,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,1,0,11,1,2,1,0,1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,274,0,0,0,0,1,0,0,3,1,3,3,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,293,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,284,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
1,14,0,2,11,0,0,0,0,3,32,23,7,0,2,1,0,0,0,0,0,0,0,0,7,0,0,24,153,24,0,2,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
